Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
267033,Air_India,AI-402,Kolkata,Morning,one,Evening,Mumbai,Business,9.58,45,50271
81730,Vistara,UK-960,Mumbai,Morning,one,Night,Chennai,Economy,8.33,33,4348
71647,AirAsia,I5-1569,Mumbai,Night,one,Morning,Hyderabad,Economy,11.42,12,4259
73223,Air_India,AI-806,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,15.58,22,4173
94746,Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,11.83,6,9277
10923,Vistara,UK-815,Delhi,Morning,zero,Morning,Bangalore,Economy,2.75,7,7425
159686,Air_India,AI-515,Hyderabad,Morning,two,Morning,Mumbai,Economy,23.0,11,9178
91557,Indigo,6E-484,Bangalore,Early_Morning,one,Morning,Delhi,Economy,4.75,38,3788
271973,Air_India,AI-763,Kolkata,Early_Morning,one,Evening,Hyderabad,Business,12.33,37,52063
241724,Vistara,UK-910,Mumbai,Evening,one,Night,Chennai,Business,,5,79517
198575, GoAir ,AI-430,Chennai,Morning,one,Night,Kolkata,Economy,12.42,10,22053
278636,Air_India,AI-559,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Business,6.33,24,45883
99908,Indigo,6E-6345,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.92,34,5543
102150,Vistara,UK-816,Bangalore,Morning,one,Evening,,Economy,6.17,46,6568
101796,Vistara,UK-808,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,7.0,44,6568
141713,Air_India,AI-768,Kolkata,Afternoon,one,Morning,Bangalore,Economy,17.42,44,7054
164729,GO_FIRST,G8-123,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.25,43,5529
1519,Indigo,6E-5063,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,10,9373
285254,Vistara,UK-830,Hyderabad,Morning,one,Morning,Kolkata,Business,23.5,47,51819
198117,Indigo,6E-605,Chennai,Afternoon,one,Night,Kolkata,Economy,9.67,6,5042
140084,Vistara,UK-706,Kolkata,Morning,two_or_more,Evening,Bangalore,Economy,9.0,33,7763
92513,Vistara,UK-814,Bangalore,Night,zero,Night,Delhi,Economy,-1.0,42,4502
162551,Vistara,UK-659,Hyderabad,Morning,one,Night,Mumbai,Economy,9.08,29,9967
286707,Vistara,UK-830,Hyderabad,Morning,one,Evening,Chennai,Business,6.0,31,51707
180262,Indigo,6E-626,Hyderabad,Afternoon,one,Evening,Chennai,Economy,4.25,47,1543
129484,Indigo,6E-496,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,9.75,15,7959
137836,Vistara,UK-738,Kolkata,Evening,one,Night,Bangalore,Economy,25.67,18,8111
250210,Vistara,UK-866,Bangalore,Night,zero,Night,Mumbai,Business,1.75,20,20760
238138,Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,14.42,4,45693
135978,Vistara,UK-708,Kolkata,Night,one,Morning,Bangalore,Economy,14.42,5,12389
50484,Air_India,AI-669,Mumbai,Morning,one,Night,Delhi,Economy,11.92,38,7040
222033,Air_India,AI-441,Delhi,Evening,one,Early_Morning,Chennai,Business,13.5,5,45257
246086,Air_India,AI-516,Bangalore,Early_Morning,one,Morning,Delhi,Business,25.42,18,35554
199975,Indigo,6E-183,Chennai,Afternoon,zero,Evening,Kolkata,Economy,2.33,23,6197
137302,SpiceJet,SG-3839,Kolkata,Evening,one,Night,Bangalore,Economy,27.17,15,6488
169642,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,15.83,40,6461
17637,Air_India,AI-504,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.92,38,4427
264464,Vistara,UK-738,Kolkata,Evening,one,Evening,Mumbai,Business,24.33,9,66063
200225,GO_FIRST,G8-304,Chennai,Afternoon,one,Night,Kolkata,Economy,9.83,25,6985
127937,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,9.33,5,11675
212042,Vistara,UK-801,Delhi,Morning,zero,Morning,Bangalore,Business,2.75,3,33979
14547,Air_India,AI-868,Delhi,Evening,one,Evening,Bangalore,Economy,24.5,24,4230
293542,Vistara,UK-828,Chennai,Early_Morning,one,Morning,Bangalore,Business,25.83,5,44144
198292,Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,Economy,31.08,7,20193
189061,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Economy,13.08,14,11069
189713,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Economy,9.58,19,4637
268577,Air_India,AI-402,Kolkata,Morning,one,Night,Bangalore,Business,9.67,22,60978
195858,Air_India,AI-430,Chennai,Morning,one,Night,Bangalore,Economy,10.17,27,7568
206986,Air_India,AI-887,Delhi,Early_Morning,zero,Morning,Mumbai,Business,2.08,5,22152
190661,Vistara,UK-826,Chennai,Afternoon,zero,Afternoon,Mumbai,Economy,2.0,26,2960
