Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
113609,GO_FIRST,G8-118,Bangalore,Night,one,Afternoon,Hyderabad,Economy,16.75,34,6075
121571,Vistara,UK-708,Kolkata,Night,-1,Night,Delhi,Economy,2.33,15,6489
81074,AirAsia,I5-942,Mumbai,Afternoon,one,Evening,Chennai,Economy,4.33,29,1890
158653,Air_India,AI-9893,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,37.5,2,19167
217642,Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Business,23.25,28,53209
240046,Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13.0,30,45693
137442,SpiceJet,SG-679,Kolkata,Afternoon,one,Morning,Bangalore,Economy,17.75,16,5646
178894, Air India ,6E-7118,Hyderabad,Early_Morning,one,Afternoon,Chennai,Economy,6.75,32,1543
287227,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Chennai,Business,17.08,41,51595
162926,Vistara,UK-890,Hyderabad,Evening,one,Early_Morning,Mumbai,Economy,14.25,32,4436
120367,Indigo,6E-394,Kolkata,Afternoon,one,Night,Delhi,Economy,6.17,7,10742
225482,Vistara,UK-960,Mumbai,Morning,zero,Afternoon,Delhi,Business,2.17,7,34460
144607,Indigo,6E-417,Kolkata,Afternoon,one,Evening,Hyderabad,Economy,4.5,20,7954
282925,Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,Business,14.42,48,56702
120181,GO_FIRST,G8-512,Kolkata,Early_Morning,one,Night,Delhi,Economy,15.25,6,6488
293908,Air_India,AI-539,Chennai,Evening,one,Morning,Bangalore,Business,15.92,11,60260
95908,Indigo,6E-357,Bangalore,Night,one,Early_Morning,Mumbai,,7.67,13,5178
177925,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Chennai,Economy,10.17,21,6287
232335,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Bangalore,Business,11.33,28,69168
20251,GO_FIRST,G8-334,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.58,2,5954
192086,Vistara,UK-834,Chennai,Evening,one,Afternoon,Mumbai,Economy,19.42,36,4361
39841,Vistara,UK-813,Delhi,Evening,two_or_more,Morning,Chennai,Economy,15.25,30,8719
119489,Vistara,UK-810,Bangalore,Early_Morning,one,Night,Chennai,Economy,13.25,47,6510
63722,Air_India,AI-442,Mumbai,Afternoon,two_or_more,Morning,Kolkata,Economy,17.42,14,12768
3063,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,7.33,17,6296
68121,GO_FIRST,G8-520,Mumbai,Night,zero,Night,Kolkata,Economy,2.58,38,4499
35265,Indigo,6E-2102,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,10.5,49,3457
279375,Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Business,13.5,35,45883
5672,GO_FIRST,G8-2609,Delhi,Night,one,Morning,Mumbai,Economy,11.83,29,5087
174626,GO_FIRST,G8-123,Hyderabad,Early_Morning,zero,Morning ,Kolkata,Economy,1.83,36,2393
219858,Air_India,AI-803,Delhi,Early_Morning,one,Early_Morning,Hyderabad,Business,25.67,15,44405
230,Vistara,UK-839,Delhi,Afternoon,one,Night,Mumbai,Economy,9.08,2,16560
241581,Vistara,UK-944,Mumbai,Afternoon,one,Night,Chennai, Business ,8.08,3,69549
275334,Air_India,AI-698,Hyderabad,Night,one,Night,Delhi,Business,22.17,13,39499
99409,GO_FIRST,G8-116,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,9.25,31,6389
15045,AirAsia,I5-792,Delhi,Afternoon,one,Night,Bangalore,Economy,10.92,26,4469
132761,Vistara,UK-778,Kolkata,Afternoon,one,Night,Mumbai,Economy,5.92,33,6711
165966,Indigo,6E-6505,Hyderabad,Night,zero,Night,Bangalore,Economy,1.25,7,4453
223161,Air_India,AI-441,Delhi,Evening,one,Early_Morning,Chennai,Business,13.5,22,45257
286275,Air_India,AI-698,Hyderabad,Night,one,Early_Morning,Chennai,Business,9.08,23,40843
71594,Vistara,UK-996,Mumbai,Evening,one,Evening,Hyderabad,Economy,22.5,11,9879
27332,SpiceJet,SG-8903,Delhi,Morning,one,Evening,Kolkata,Economy,8.0,41,18026
91550,Vistara,UK-852,Bangalore,Morning,one,Night,Delhi,Economy,13.5,38,4111
64922,Indigo,6E-6223,Mumbai,Afternoon,one,Night,Kolkata,Economy,4.42,21,4772
161785,Vistara,UK-894,Hyderabad,Evening,one,Night,Mumbai,Economy,4.92,25,3471
94290,Air_India,AI-808,Bangalore,Night,one,Night,Mumbai,Economy,24.25,3,9277
89725,Air_India,AI-738,Bangalore,Morning,one,Night,Delhi,Economy,12.08,29,5135
148775,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Chennai,Economy,12.75,10,19718
174203,GO_FIRST,G8-123,Hyderabad,Early_Morning,zero,Early_Morning,Kolkata,Economy,1.83,32,2393
118238,Vistara,UK-810,Bangalore,Early_Morning,one,Night,Chennai,Economy,15.75,33,6412
