Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
141375,Air_India,AI-676,Kolkata,Morning,3,Morning,Bangalore,Economy,25.5,42,5135
146116,Indigo,6E-417,Kolkata,Afternoon,one,Night,Hyderabad,Economy,5.92,33,5026
101588,Air_India,AI-9517,Bangalore,Evening,one,Evening,Mumbai,Economy,25.17,43,5771
214086,Vistara,UK-975,Delhi,Early_Morning,one,Night,Bangalore,Business,15.17,27,62729
117267,Vistara,UK-812,Bangalore,Morning,one,Evening,Chennai,Economy,10.17,22,13112
9050,Vistara,UK-706,Delhi,Afternoon,one,Morning,Mumbai,Economy,21.83,45,4381
15210,Vistara,UK-801,Delhi,Morning,zero,Morning,Bangalore,Economy,2.75,27,4501
165373,Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,13.75,48,4416
292062,Vistara,UK-834,Chennai,Evening,one,Night,Mumbai,Business,5.67,28,61985
65013,GO_FIRST,G8-319,Mumbai,Morning,one,Night,Kolkata,Economy,11.83,21,5817
209198,Vistara,UK-981,Delhi,Night,zero,Night,Mumbai,Business,2.17,25,34472
247694,Vistara,UK-812,Bangalore,Morning,zero,Afternoon,Delhi,Business,2.92,38,32923
262552,Vistara,UK-738,Kolkata,Evening,zero,Night,Delhi,Business,2.42,24,46430
42342,Vistara,UK-981,Delhi,Night,one,Morning,Chennai,Economy,11.17,45,4979
109743,Vistara,UK-854,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.83,2,11059
90443,Vistara,UK-897,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,7.75,33,3346
128902,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,11.17,11,16862
17488,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Paris,Economy,16.67,37,6427
278276,Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Business,7.33,18,58315
79784,??,I5-631,Mumbai,Morning,one,Night,Chennai,Economy,13.17,20,1890
105873,GO_FIRST,G8-241,Bangalore,Evening,one,Early_Morning,Kolkata,Economy,14.83,24,5177
274062,Vistara,UK-738,Kolkata,Evening,one,Evening,Chennai,Business,21.58,34,55983
232160,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Bangalore,Business,11.33,26,69168
262734,Air_India,AI-573,Kolkata,Evening,one,Afternoon,Delhi,Business,18.75,27,57939
237774,Air_India,AI-673,Mumbai,Early_Morning,one,Evening,Kolkata,Business,10.67,47,31764
193793,Air_India,AI-440,Chennai,Early_Morning,one,Afternoon,Mumbai,Economy,6.67,49,4357
161726,Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Mumbai,Economy,20.58,24,4783
159211,Air_India,AI-9885,Hyderabad,Morning,one,Evening,Mumbai,Economy,31.25,7,12249
250479,Vistara,UK-852,Bangalore,Morning,zero,Morning,Mumbai,Business,1.92,23,20760
209390,Vistara,UK-705,Delhi,Early_Morning,one,Afternoon,Mumbai,Business,5.5,26,59033
77590,Vistara,UK-655,Mumbai,Morning,two_or_more,Morning,Chennai,Economy,22.42,3,16716
98107,Air_India,AI-565,Bangalore,Afternoon,one,Afternoon,Mumbai,Economy,23.58,24,6980
7639,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,NotANumber,38,6611
82330,Air_India,AI-635,Mumbai,Early_Morning,one,Evening,Chennai,Economy,11.92,37,4417
172054,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,11.25,14,11319
242077,Vistara,UK-930,Mumbai,Early_Morning,one,Night,Chennai,Business,15.25,10,64173
106024,SpiceJet,SG-768,Bangalore,Afternoon,one,Night,Kolkata,Economy,5.75,25,4814
203291,Indigo,6E-269,Chennai,Morning,zero,Morning,Hyderabad,Economy,1.17,10,5042
237220,Air_India,AI-442,Mumbai,Afternoon,one,Afternoon,Kolkata,Business,20.92,error,49725
171923,Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Kolkata,Economy,20.75,13,10426
47748,Vistara,UK-970,Mumbai,Morning,zero,Morning,Delhi,Economy,2.25,26,2339
15186,Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Economy,12.17,27,4272
120220,Air_India,AI-9720,Kolkata,Early_Morning,one,Night,Delhi,Economy,13.17,6,10112
119186,GO_FIRST,G8-320,Bangalore,Evening,one,Early_Morning,Chennai,Economy,11.75,44,4687
138269,Vistara,UK-778,Kolkata,Afternoon,one,Night,Bangalore,Economy,8.0,21,8111
80005,Air_India,AI-660,Mumbai,Evening,one,Evening,Chennai,Economy,25.0,21,4417
267520,Vistara,UK-706,Kolkata,Morning,one,Night,Bangalore,Business,10.17,5,78898
205682,Air_India,AI-440,Chennai,Early_Morning,one,Night,Hyderabad,Economy,17.42,38,5134
186080,Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Economy,13.25,40,4971
284574,Air_India,AI-543,Hyderabad,Morning,one,Evening,Kolkata,Business,7.83,34,51707
