Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
272137,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Hyderabad,Business,16.58,40,52063
65997,Air_India,AI-635,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,25.0,26,6105
150161,Indigo,6E-417,Kolkata,Afternoon,zero,Evening,Chennai,Economy,2.33,24,10269
14987,Vistara,UK-815,Delhi,Morning,zero,Midnight,Bangalore,Economy,2.75,26,4501
100770,Indigo,6E-5323,Bangalore,Morning,zero,Morning,Mumbai,Economy,1.83,39,2201
161778,Indigo,6E-199,Hyderabad,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.5,25,3096
229768,Vistara,UK-863,Mumbai,Morning,one,Night,Delhi,Business,12.5,47,53152
9495,Air_India,AI-475,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,24.67,47,4780
256594,Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Hyderabad,Business,12.92,12,56588
277091,Vistara,UK-874,Hyderabad,Morning,one,Night,Delhi,Business,14.5,46,59827
135121,Indigo,6E-6597,Kolkata,Night,one,Morning,Mumbai,Economy,10.58,47,3381
7304,Indigo,6E-573,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,37,3001
108406,AirAsia,I5-1528,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,13.33,41,3393
31688,Vistara,UK-985,Delhi,Evening,one,Afternoon,Hyderabad,Economy,16.42,24,5982
97083,Indigo,6E-807,Bangalore,Morning,one,Evening,Mumbai,Economy,6.83,19,5178
100787,AirAsia,I5-749,Bangalore,Night,one,Early_Morning,,Economy,8.17,39,2203
49987,Vistara,UK-825,Mumbai,Morning,one,Morning,Delhi,Economy,24.0,36,5028
150002,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Chennai,Economy,9.17,23,6009
82445,Vistara,UK-960,Mumbai,Morning,one,Night,Chennai,Economy,10.83,38,4249
99332,Air_India,AI-9876,Bangalore,Afternoon,one,Night,Mumbai,Economy,8.67,31,4024
268265,Vistara,UK-738,Kolkata,Evening,one,Morning,Bangalore,Business,13.92,17,68415
47672,Air_India,AI-683,Mumbai,Night,one,Late_Night,Delhi,Economy,6.67,25,5513
210743,Vistara,UK-747,Delhi,Early_Morning,one,Night,Mumbai,Business,13.83,38,90281
130241,Air_India,AI-770,Kolkata,Night,one,Afternoon,Mumbai,Economy,19.33,19,6190
46873,Vistara,UK-771,Mumbai,Early_Morning,one,Night,Delhi,Economy,14.17,21,8888
75018,GO_FIRST,G8-322,Mumbai,Night,one,Morning,Hyderabad,Economy,12.25,34,3916
159860,Vistara,UK-830,Hyderabad,NotATime,one,Night,Mumbai,Economy,10.92,12,10069
93481,Vistara,UK-852,Bangalore,Morning,one,Evening,Delhi,Economy,7.42,47,4111
213630,Vistara,UK-975,Delhi,Early_Morning,one,Morning,Bangalore,Business,5.0,22,54777
121921,Indigo,6E-875,Kolkata,Evening,one,Late_Night,Delhi,Economy,7.92,17,4948
152849,Vistara,UK-894,Hyderabad,Evening,one,Afternoon,Delhi,Economy,18.17,5,11488
127558,GO_FIRST,G8-512,Kolkata,Morning,zero,Morning,Mumbai,Economy,2.83,2,7958
51588,Vistara,UK-950,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.25,44,2339
202458,Indigo,6E-384,Chennai,Early_Morning,one,Afternoon,Kolkata,Economy,8.58,47,10523
215648,Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Business,5.42,46,54777
188848,Indigo,6E-5367,Chennai,Evening,zero,Night,Mumbai,Economy,2.0,13,6304
177284,Vistara,UK-870,Hyderabad,Night,one,Night,Chennai,Economy,23.67,14,13372
227827,Vistara,UK-875,Mumbai,Evening,one,Evening, Kolkata ,Business,24.58,29,47844
106892,Indigo,6E-841,Bangalore,Afternoon,one,Night,Kolkata,Economy,7.17,31,3393
57109,GO_FIRST,G8-511,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,12.17,25,7617
265455,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Mumbai,Business,9.33,23,50271
182636,Air_India,AI-9894,Chennai,Morning,one,Night,Delhi,Economy,14.5,18,5911
1083,Air_India,AI-465,Delhi,Evening,one,Night,Mumbai,Economy,6.25,7,14670
108484,Vistara,UK-893,Bangalore,Evening,two_or_more,Evening,Kolkata,Economy,22.17,41,7106
187432,Air_India,AI-9894,Chennai,Morning,one,Afternoon,Delhi,Economy,27.83,49,3234
77838,Vistara,UK-655,Mumbai,Morning,two_or_more,Night,Chennai,Economy,11.25,5,24099
252366,Air_India,AI-501,Bangalore,Afternoon,3,Night,Mumbai,Business,7.92,44,54684
280022,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Business,9.5,45,45995
121624,Indigo,6E-512,Kolkata,Afternoon,one,Night,Delhi,Economy,8.0,15,6489
171503,Indigo,6E-2456,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,6.75,10,6207
