Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
210108,Vistara,UK-963,Delhi,Morning,zero,Morning,Mumbai,Business,2.33,33,36712
210109,Vistara,UK-955,Delhi,Evening,zero,Night,Mumbai,Business,2.33,33,36712
210110,Air_India,AI-471,Delhi,Afternoon,one,Evening,Mumbai,Business,4.58,33,37256
210111,Air_India,AI-451,Delhi,Afternoon,one,Evening,Mumbai,Business,25.92,33,39622
210112,Air_India,AI-877,Delhi,Morning,one,Evening,Mumbai,Business,6.42,33,39859
210113,Air_India,AI-473,Delhi,Evening,one,Evening,Mumbai,Business,22.75,33,39859
210114,Vistara,UK-706,Delhi,Afternoon,one,Night,Mumbai,Business,7.92,33,40945
210115,Vistara,UK-706,Delhi,Afternoon,one,Morning,Mumbai,Business,21.83,33,40945
210116,Vistara,UK-879,Delhi,Evening,one,Night,Mumbai,Business,5.33,33,41281
210117,Vistara,UK-829,Delhi,Early_Morning,one,Afternoon,Mumbai,Business,7.0,33,41281
210118,Vistara,UK-899,Delhi,Afternoon,one,Night,Mumbai,Business,8.25,33,41281
210119,Vistara,UK-859,Delhi,Morning,one,Night,Mumbai,Business,12.58,33,41281
210120,Vistara,UK-871,Delhi,Night,one,Morning,Mumbai,Business,13.42,33,41281
210121,Vistara,UK-829,Delhi,Early_Morning,one,Night,Mumbai,Business,15.5,33,41281
210122,Vistara,UK-879,Delhi,Evening,one,Morning,Mumbai,Business,16.33,33,41281
210123,Vistara,UK-871,Delhi,Night,one,Afternoon,Mumbai,Business,17.92,33,41281
210124,Vistara,UK-899,Delhi,Afternoon,one,Morning,Mumbai,Business,19.25,33,41281
210125,Vistara,UK-879,Delhi,Evening,one,Afternoon,Mumbai,Business,20.83,33,41281
210126,Vistara,UK-859,Delhi,Morning,one,Morning,Mumbai,Business,23.58,33,41281
210127,Vistara,UK-899,Delhi,Afternoon,one,Afternoon,Mumbai,Business,23.75,33,41281
210128,Vistara,UK-871,Delhi,Night,one,Night,Mumbai,Business,26.42,33,41281
210129,Vistara,UK-627,Delhi,Afternoon,one,Afternoon,Mumbai,Business,26.67,33,41337
210130,Air_India,AI-544,Delhi,Evening,one,Night,Mumbai,Business,6.67,33,41113
