Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
150078,AirAsia,I5-2473,Kolkata,Morning,one,Afternoon,Chennai,Economy,5.42,24,3961
150079,AirAsia,I5-2473,Kolkata,Morning,one,Evening,Chennai,Economy,7.75,24,3961
150080,AirAsia,I5-2991,Kolkata,Night,one,Morning,Chennai,Economy,10.92,24,3961
150081,Indigo,6E-496,Kolkata,Early_Morning,one,Evening,Chennai,Economy,10.83,24,4297
150082,Indigo,6E-496,Kolkata,Early_Morning,one,Afternoon,Chennai,Economy,8.25,24,4555
150083,Indigo,6E-725,Kolkata,Evening,one,Early_Morning,Chennai,Economy,10.0,24,4844
150084,Air_India,AI-765,Kolkata,Night,zero,Night,Chennai,Economy,2.42,24,4856
150085,SpiceJet,SG-387,Kolkata,Night,zero,Night,Chennai,Economy,2.25,24,5227
150086,Indigo,6E-566,Kolkata,Night,zero,Late_Night,Chennai,Economy,2.33,24,5465
150087,AirAsia,I5-556,Kolkata,Night,zero,Night,Chennai,Economy,2.67,24,5465
150088,Air_India,AI-770,Kolkata,Night,one,Morning,Chennai,Economy,12.42,24,4969
150089,Air_India,AI-770,Kolkata,Night,one,Evening,Chennai,Economy,22.5,24,4969
150090,Air_India,AI-770,Kolkata,Night,one,Night,Chennai,Economy,27.08,24,4969
150091,SpiceJet,SG-406,Kolkata,Night,one,Early_Morning,Chennai,Economy,11.42,24,5152
150092,SpiceJet,SG-516,Kolkata,Early_Morning,one,Early_Morning,Chennai,Economy,25.75,24,5152
150093,Air_India,AI-770,Kolkata,Night,one,Afternoon,Chennai,Economy,16.17,24,5284
150094,Air_India,AI-526,Kolkata,Evening,one,Early_Morning,Chennai,Economy,13.0,24,5324
150095,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Chennai,Economy,16.58,24,5390
150096,Air_India,AI-763,Kolkata,Early_Morning,one,Morning,Chennai,Economy,25.92,24,5390
150097,AirAsia,I5-510,Kolkata,Early_Morning,one,Morning,Chennai,Economy,3.92,24,5465
150098,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Chennai,Economy,15.58,24,5910
150099,Vistara,UK-708,Kolkata,Night,one,Night,Chennai,Economy,26.33,24,5910
150100,Vistara,UK-708,Kolkata,Night,one,Morning,Chennai,Economy,13.5,24,5975
150101,Vistara,UK-720,Kolkata,Early_Morning,one,Morning,Chennai,Economy,26.75,24,5975
150102,Vistara,UK-708,Kolkata,Night,one,Evening,Chennai,Economy,19.92,24,6009
150103,Vistara,UK-708,Kolkata,Night,one,Night,Chennai,Economy,23.83,24,6009
150104,AirAsia,I5-1563,Kolkata,Evening,two_or_more,Morning,Chennai,Economy,12.75,24,5704
150105,Air_India,AI-732,Kolkata,Afternoon,one,Morning,Chennai,Economy,21.92,24,5813
150106,Indigo,6E-345,Kolkata,Morning,one,Afternoon,Chennai,Economy,6.67,24,5871
150107,Air_India,AI-402,Kolkata,Morning,one,Night,Chennai,Economy,13.17,24,5915
150108,Air_India,AI-402,Kolkata,Morning,one,Morning,Chennai,Economy,22.5,24,5915
150109,Air_India,AI-763,Kolkata,Early_Morning,one,Evening,Chennai,Economy,12.0,24,6125
150110,Air_India,AI-402,Kolkata,Morning,one,Afternoon,Chennai,Economy,26.25,24,6230
150111,Indigo,6E-893,Kolkata,Morning,one,Evening,Chennai,Economy,8.58,24,6344
150112,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Chennai,Economy,9.17,24,6744
150113,AirAsia,I5-371,Kolkata,Early_Morning,zero,Morning,Chennai,Economy,2.33,24,7120
150114,Indigo,6E-893,Kolkata,Morning,one,Afternoon,Chennai,Economy,6.0,24,6489
150115,Indigo,6E-512,Kolkata,Afternoon,one,Evening,Chennai,Economy,6.08,24,6489
150116,Indigo,6E-7561,Kolkata,Early_Morning,one,Evening,Chennai,Economy,9.67,24,6489
150117,Indigo,6E-135,Kolkata,Morning,one,Night,Chennai,Economy,9.67,24,6489
150118,Indigo,6E-345,Kolkata,Morning,one,Evening,Chennai,Economy,10.0,24,6489
150119,Indigo,6E-893,Kolkata,Morning,one,Night,Chennai,Economy,11.0,24,6489
150120,Indigo,6E-7561,Kolkata,Early_Morning,one,Evening,Chennai,Economy,10.17,24,6542
150121,Air_India,AI-768,Kolkata,Afternoon,one,Night,Chennai,Economy,8.08,24,6584
150122,Air_India,AI-768,Kolkata,Afternoon,one,Morning,Chennai,Economy,17.42,24,6584
150123,Air_India,AI-768,Kolkata,Afternoon,one,Evening,Chennai,Economy,27.5,24,6584
150124,Air_India,AI-402,Kolkata,Morning,one,Evening,Chennai,Economy,8.58,24,6650
150125,Air_India,AI-676,Kolkata,Morning,one,Morning,Chennai,Economy,25.25,24,6848
150126,Vistara,UK-738,Kolkata,Evening,one,Morning,Chennai,Economy,15.17,24,7235
150127,Vistara,UK-778,Kolkata,Afternoon,one,Morning,Chennai,Economy,18.58,24,7235
150128,Air_India,AI-768,Kolkata,Afternoon,one,Afternoon,Chennai,Economy,21.17,24,6899
150129,Air_India,AI-732,Kolkata,Afternoon,two_or_more,Morning,Chennai,Economy,19.92,24,6913
150130,Air_India,AI-732,Kolkata,Afternoon,two_or_more,Evening,Chennai,Economy,30.0,24,6913
150131,Air_India,AI-732,Kolkata,Afternoon,two_or_more,Night,Chennai,Economy,34.58,24,6913
150132,Vistara,UK-778,Kolkata,Afternoon,one,Night,Chennai,Economy,7.42,24,7269
150133,Vistara,UK-738,Kolkata,Evening,one,Evening,Chennai,Economy,21.58,24,7269
150134,Vistara,UK-778,Kolkata,Afternoon,one,Evening,Chennai,Economy,25.0,24,7269
150135,Vistara,UK-738,Kolkata,Evening,one,Night,Chennai,Economy,25.5,24,7269
150136,Vistara,UK-738,Kolkata,Evening,one,Night,Chennai,Economy,28.0,24,7269
150137,Vistara,UK-778,Kolkata,Afternoon,one,Night,Chennai,Economy,28.92,24,7269
150138,GO_FIRST,G8-7562,Kolkata,Afternoon,one,Night,Chennai,Economy,9.83,24,6985
150139,GO_FIRST,G8-519,Kolkata,Evening,one,Early_Morning,Chennai,Economy,14.17,24,6985
150140,Air_India,AI-729,Kolkata,Morning,two_or_more,Night,Chennai,Economy,13.75,24,7046
150141,Air_India,AI-732,Kolkata,Afternoon,two_or_more,Afternoon,Chennai,Economy,23.67,24,7228
150142,Air_India,AI-773,Kolkata,Evening,one,Morning,Chennai,Economy,17.67,24,7268
150143,Vistara,UK-772,Kolkata,Morning,one,Night,Chennai,Economy,12.67,24,7687
150144,Vistara,UK-772,Kolkata,Morning,one,Morning,Chennai,Economy,22.42,24,7687
150145,Vistara,UK-772,Kolkata,Morning,one,Morning,Chennai,Economy,25.42,24,7687
150146,Indigo,6E-534,Kolkata,Evening,one,Night,Chennai,Economy,5.33,24,7593
150147,Vistara,UK-772,Kolkata,Morning,one,Evening,Chennai,Economy,9.5,24,8002
150148,Indigo,6E-563,Kolkata,Morning,zero,Morning,Chennai,Economy,2.33,24,7749
150149,Air_India,AI-732,Kolkata,Afternoon,one,Morning,Chennai,Economy,19.92,24,7763
150150,Indigo,6E-294,Kolkata,Evening,zero,Night,Chennai,Economy,2.42,24,8064
150151,Air_India,AI-732,Kolkata,Afternoon,one,Afternoon,Chennai,Economy,23.67,24,8078
150152,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Chennai,Economy,15.92,24,8589
150153,Air_India,AI-9720,Kolkata,Early_Morning,two_or_more,Night,Chennai,Economy,15.83,24,8327
150154,Indigo,6E-822,Kolkata,Morning,one,Evening,Chennai,Economy,7.67,24,8519
150155,Air_India,AI-526,Kolkata,Evening,one,Morning,Chennai,Economy,15.92,24,8568
150156,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Chennai,Economy,12.75,24,9024
150157,Indigo,6E-6021,Kolkata,Afternoon,one,Late_Night,Chennai,Economy,10.5,24,9737
150158,Indigo,6E-6021,Kolkata,Afternoon,one,Night,Chennai,Economy,6.17,24,9907
150159,Indigo,6E-6021,Kolkata,Afternoon,one,Night,Chennai,Economy,8.17,24,9907
150160,Vistara,UK-706,Kolkata,Morning,one,Night,Chennai,Economy,12.5,24,10598
150161,Indigo,6E-417,Kolkata,Afternoon,zero,Evening,Chennai,Economy,2.33,24,10269
150162,Vistara,UK-706,Kolkata,Morning,one,Evening,Chennai,Economy,6.08,24,11333
150163,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Chennai,Economy,13.08,24,11876
150164,Vistara,UK-776,Kolkata,Evening,one,Night,Chennai,Economy,5.5,24,11966
150165,Vistara,UK-776,Kolkata,Evening,one,Morning,Chennai,Economy,15.25,24,11966
150166,Vistara,UK-776,Kolkata,Evening,one,Morning,Chennai,Economy,18.25,24,11966
150167,Vistara,UK-776,Kolkata,Evening,one,Evening,Chennai,Economy,26.33,24,11966
150168,GO_FIRST,G8-537,Kolkata,Evening,two_or_more,Early_Morning,Chennai,Economy,15.25,24,13386
150169,Vistara,UK-706,Kolkata,Morning,one,Evening,Chennai,Economy,9.67,24,13856
150170,Vistara,UK-706,Kolkata,Morning,one,Night,Chennai,Economy,10.0,24,16464
150171,Air_India,AI-787,Kolkata,Early_Morning,one,Morning,Chennai,Economy,5.08,24,17468
150172,Vistara,UK-706,Kolkata,Morning,two_or_more,Morning,Chennai,Economy,22.58,24,19040
150173,Vistara,UK-706,Kolkata,Morning,two_or_more,Morning,Chennai,Economy,25.58,24,19040
150174,Indigo,6E-6172,Kolkata,Night,one,Early_Morning,Chennai,Economy,6.58,25,3269
150175,Indigo,6E-6172,Kolkata,Night,one,Early_Morning,Chennai,Economy,8.42,25,3269
150176,Air_India,AI-526,Kolkata,Evening,one,Early_Morning,Chennai,Economy,13.0,25,3644
150177,AirAsia,I5-2473,Kolkata,Morning,one,Afternoon,Chennai,Economy,5.42,25,3961
150178,AirAsia,I5-2473,Kolkata,Morning,one,Evening,Chennai,Economy,7.75,25,3961
150179,AirAsia,I5-2991,Kolkata,Night,one,Morning,Chennai,Economy,10.92,25,3961
150180,Indigo,6E-725,Kolkata,Evening,one,Early_Morning,Chennai,Economy,10.0,25,3962
150181,Indigo,6E-496,Kolkata,Early_Morning,one,Afternoon,Chennai,Economy,8.25,25,4297
150182,Indigo,6E-496,Kolkata,Early_Morning,one,Evening,Chennai,Economy,10.83,25,4297
