Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
30016,Vistara,UK-953,Delhi,Night,one,Afternoon,Hyderabad,Economy,15.58,12,9840
30017,Vistara,UK-933,Delhi,Afternoon,one,Early_Morning,Hyderabad,Economy,16.33,12,9840
30018,Vistara,UK-985,Delhi,Evening,one,Afternoon,Hyderabad,Economy,16.42,12,9840
30019,Vistara,UK-977,Delhi,Evening,one,Afternoon,Hyderabad,Economy,17.25,12,9840
30020,Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Hyderabad,Economy,17.5,12,9840
30021,Vistara,UK-955,Delhi,Evening,one,Afternoon,Hyderabad,Economy,18.5,12,9840
30022,Vistara,UK-993,Delhi,Afternoon,one,Early_Morning,Hyderabad,Economy,19.0,12,9840
30023,Vistara,UK-941,Delhi,Evening,one,Afternoon,Hyderabad,Economy,19.5,12,9840
30024,Vistara,UK-945,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,20.17,12,9840
30025,Vistara,UK-995,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,21.5,12,9840
30026,Vistara,UK-927,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,22.33,12,9840
30027,Air_India,AI-636,Delhi,Afternoon,one,Night,Hyderabad,Economy,7.08,12,9840
30028,AirAsia,I5-798,Delhi,Afternoon,one,Night,Hyderabad,Economy,8.75,12,9840
30029,Air_India,AI-865,Delhi,Morning,one,Night,Hyderabad,Economy,10.92,12,9840
30030,Air_India,AI-678,Delhi,Morning,one,Night,Hyderabad,Economy,12.58,12,9840
30031,Air_India,AI-665,Delhi,Early_Morning,one,Night,Hyderabad,Economy,13.58,12,9840
30032,Air_India,AI-887,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.58,12,9840
30033,Indigo,6E-2843,Delhi,Afternoon,one,Night,Hyderabad,Economy,5.58,12,10050
30034,Indigo,6E-397,Delhi,Afternoon,one,Night,Hyderabad,Economy,8.75,12,10050
30035,Vistara,UK-637,Delhi,Evening,one,Evening,Hyderabad,Economy,24.33,12,10470
30036,Air_India,AI-624,Delhi,Evening,one,Night,Hyderabad,Economy,26.58,12,10155
30037,Air_India,AI-441,Delhi,Evening,one,Night,Hyderabad,Economy,27.75,12,10155
30038,Air_India,AI-467,Delhi,Evening,one,Night,Hyderabad,Economy,27.08,12,10408
30039,Indigo,6E-788,Delhi,Afternoon,one,Evening,Hyderabad,Economy,3.92,12,10418
30040,Indigo,6E-2102,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,10.25,12,10418
30041,Air_India,AI-805,Delhi,Evening,one,Night,Hyderabad,Economy,25.58,12,10575
30042,AirAsia,I5-775,Delhi,Afternoon,one,Night,Hyderabad,Economy,9.08,12,10680
30043,Vistara,UK-817,Delhi,Evening,one,Night,Hyderabad,Economy,4.83,12,11310
30044,Vistara,UK-819,Delhi,Afternoon,one,Night,Hyderabad,Economy,6.67,12,11310
30045,Vistara,UK-801,Delhi,Morning,one,Night,Hyderabad,Economy,11.83,12,11310
30046,Vistara,UK-807,Delhi,Night,one,Morning,Hyderabad,Economy,12.42,12,11310
30047,Vistara,UK-815,Delhi,Morning,one,Night,Hyderabad,Economy,12.83,12,11310
30048,Vistara,UK-809,Delhi,Evening,one,Morning,Hyderabad,Economy,13.25,12,11310
30049,Vistara,UK-811,Delhi,Early_Morning,one,Night,Hyderabad,Economy,15.0,12,11310
30050,Vistara,UK-813,Delhi,Evening,one,Morning,Hyderabad,Economy,15.5,12,11310
30051,Indigo,6E-128,Delhi,Early_Morning,two_or_more,Afternoon,Hyderabad,Economy,7.33,12,11079
30052,Vistara,UK-637,Delhi,Evening,one,Night,Hyderabad,Economy,27.75,12,11643
30053,Air_India,AI-504,Delhi,Night,one,Evening,Hyderabad,Economy,21.75,12,11310
30054,Air_India,AI-504,Delhi,Night,one,Night,Hyderabad,Economy,23.0,12,11310
30055,Air_India,AI-807,Delhi,Evening,one,Evening,Hyderabad,Economy,25.67,12,11310
30056,Air_India,AI-807,Delhi,Evening,one,Night,Hyderabad,Economy,26.92,12,11310
30057,Vistara,UK-706,Delhi,Afternoon,two_or_more,Night,Hyderabad,Economy,31.25,12,11695
30058,AirAsia,I5-779,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,13.67,12,12780
30059,Air_India,AI-767,Delhi,Afternoon,one,Night,Hyderabad,Economy,9.08,12,13200
30060,Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,12,13200
30061,Air_India,AI-762,Delhi,Night,one,Night,Hyderabad,Economy,25.0,12,13200
30062,Air_India,AI-764,Delhi,Evening,one,Night,Hyderabad,Economy,28.33,12,13200
30063,Air_India,AI-406,Delhi,Morning,two_or_more,Night,Hyderabad,Economy,11.33,12,13413
30064,Vistara,UK-637,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,14.67,12,13874
30065,Vistara,UK-637,Delhi,Evening,one,Afternoon,Hyderabad,Economy,19.08,12,13874
30066,Vistara,UK-637,Delhi,Evening,one,Night,Hyderabad,Economy,27.75,12,13874
30067,Air_India,AI-885,Delhi,Morning,one,Night,Hyderabad,Economy,10.17,12,13568
30068,Vistara,UK-706,Delhi,Afternoon,two_or_more,Early_Morning,Hyderabad,Economy,18.17,12,13927
30069,Vistara,UK-706,Delhi,Afternoon,two_or_more,Afternoon,Hyderabad,Economy,22.58,12,13927
30070,Vistara,UK-706,Delhi,Afternoon,two_or_more,Night,Hyderabad,Economy,31.25,12,13927
30071,Vistara,UK-637,Delhi,Evening,one,Night,Hyderabad,Economy,27.75,12,14186
30072,AirAsia,I5-798,Delhi,Afternoon,one,Evening,Hyderabad,Economy,6.33,12,14378
30073,AirAsia,I5-775,Delhi,Afternoon,one,Evening,Hyderabad,Economy,6.67,12,15008
30074,GO_FIRST,G8-286,Delhi,Morning,one,Night,Hyderabad,Economy,12.5,12,23281
30075,SpiceJet,SG-6027,Delhi,Evening,zero,Night,Hyderabad,Economy,2.17,13,5955
30076,SpiceJet,SG-958,Delhi,Evening,zero,Night,Hyderabad,Economy,2.17,13,5955
30077,Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.17,13,5955
30078,Vistara,UK-859,Delhi,Morning,zero,Afternoon,Hyderabad,Economy,2.17,13,5955
30079,Vistara,UK-879,Delhi,Evening,zero,Evening,Hyderabad,Economy,2.25,13,5955
30080,Vistara,UK-871,Delhi,Night,zero,Night,Hyderabad,Economy,2.33,13,5955
30081,Vistara,UK-899,Delhi,Afternoon,zero,Evening,Hyderabad,Economy,2.25,13,6060
30082,GO_FIRST,G8-423,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.17,13,5954
30083,GO_FIRST,G8-7555,Delhi,Afternoon,zero,Afternoon,Hyderabad,Economy,2.17,13,5954
30084,GO_FIRST,G8-422,Delhi,Night,zero,Night,Hyderabad,Economy,2.25,13,5954
30085,Indigo,6E-2247,Delhi,Morning,zero,Afternoon,Hyderabad,Economy,2.08,13,5955
30086,Indigo,6E-2331,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.25,13,5955
30087,Indigo,6E-552,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.25,13,5955
30088,Indigo,6E-2005,Delhi,Morning,zero,Morning,Hyderabad,Economy,2.25,13,5955
30089,Indigo,6E-967,Delhi,Evening,zero,Evening,Hyderabad,Economy,2.25,13,5955
30090,Indigo,6E-2147,Delhi,Night,zero,Night,Hyderabad,Economy,2.25,13,5955
30091,Indigo,6E-6205,Delhi,Afternoon,zero,Afternoon,Hyderabad,Economy,2.33,13,5955
30092,Indigo,6E-2348,Delhi,Evening,zero,Night,Hyderabad,Economy,2.33,13,5955
30093,Air_India,AI-544,Delhi,Evening,zero,Evening,Hyderabad,Economy,2.08,13,5955
30094,Air_India,AI-837,Delhi,Evening,zero,Night,Hyderabad,Economy,2.25,13,5955
30095,Air_India,AI-560,Delhi,Morning,zero,Morning,Hyderabad,Economy,2.33,13,5955
30096,AirAsia,I5-1529,Delhi,Morning,one,Afternoon,Hyderabad,Economy,6.0,13,5953
30097,AirAsia,I5-740,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,7.58,13,5953
30098,AirAsia,I5-1529,Delhi,Morning,one,Evening,Hyderabad,Economy,8.17,13,5953
