Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
120063,SpiceJet,SG-4025,Kolkata,Early_Morning,one,Evening,Delhi,Economy,12.33,5,6804
120064,Vistara,UK-720,Kolkata,Early_Morning,zero,Morning,Delhi,Economy,2.42,5,7224
120065,Vistara,UK-738,Kolkata,Evening,zero,Night,Delhi,Economy,2.42,5,7224
120066,Indigo,6E-6344,Kolkata,Afternoon,one,Night,Delhi,Economy,5.67,5,6977
120067,Indigo,6E-7583,Kolkata,Afternoon,one,Night,Delhi,Economy,6.33,5,6977
120068,Indigo,6E-6344,Kolkata,Afternoon,one,Night,Delhi,Economy,7.83,5,6977
120069,Indigo,6E-599,Kolkata,Morning,zero,Afternoon,Delhi,Economy,2.42,5,7119
120070,Indigo,6E-139,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,6.75,5,7466
120071,Indigo,6E-6488,Kolkata,Morning,one,Evening,Delhi,Economy,6.92,5,7466
120072,Indigo,6E-135,Kolkata,Morning,one,Evening,Delhi,Economy,7.33,5,7466
120073,Indigo,6E-282,Kolkata,Afternoon,two_or_more,Night,Delhi,Economy,8.33,5,7466
120074,Indigo,6E-139,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,8.5,5,7466
120075,Indigo,6E-139,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,10.33,5,7466
120076,Indigo,6E-282,Kolkata,Afternoon,two_or_more,Night,Delhi,Economy,10.5,5,7466
120077,Vistara,UK-778,Kolkata,Afternoon,zero,Evening,Delhi,Economy,2.42,5,8064
120078,Indigo,6E-6623,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,9.92,5,7954
120079,Air_India,AI-402,Kolkata,Morning,zero,Afternoon,Delhi,Economy,2.5,5,8169
120080,Air_India,AI-768,Kolkata,Afternoon,zero,Evening,Delhi,Economy,2.5,5,8169
120081,Vistara,UK-706,Kolkata,Morning,zero,Afternoon,Delhi,Economy,2.33,5,8589
120082,Indigo,6E-496,Kolkata,Early_Morning,one,Evening,Delhi,Economy,9.25,5,8930
120083,Indigo,6E-6616,Kolkata,Afternoon,one,Evening,Delhi,Economy,6.42,5,9419
120084,Indigo,6E-294,Kolkata,Evening,one,Late_Night,Delhi,Economy,7.5,5,9419
120085,Indigo,6E-6014,Kolkata,Morning,one,Evening,Delhi,Economy,7.67,5,9907
120086,Air_India,AI-732,Kolkata,Afternoon,one,Night,Delhi,Economy,7.92,5,10090
120087,Air_India,AI-9745,Kolkata,Morning,one,Night,Delhi,Economy,12.33,5,10112
120088,Indigo,6E-261,Kolkata,Afternoon,one,Evening,Delhi,Economy,6.42,5,10395
120089,SpiceJet,SG-337,Kolkata,Afternoon,one,Morning,Delhi,Economy,20.17,5,10557
120090,Air_India,AI-732,Kolkata,Afternoon,one,Afternoon,Delhi,Economy,25.67,5,10720
120091,Indigo,6E-394,Kolkata,Afternoon,one,Night,Delhi,Economy,6.17,5,10742
120092,SpiceJet,SG-4027,Kolkata,Morning,one,Evening,Delhi,Economy,7.58,5,10898
