Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
60032,GO_FIRST,G8-322,Mumbai,Night,one,Morning,Bangalore,Economy,11.42,41,6319
60033,GO_FIRST,G8-319,Mumbai,Morning,one,Night,Bangalore,Economy,11.5,41,6319
60034,GO_FIRST,G8-339,Mumbai,Evening,one,Morning,Bangalore,Economy,14.67,41,6319
60035,GO_FIRST,G8-329,Mumbai,Early_Morning,one,Night,Bangalore,Economy,15.42,41,6319
60036,Vistara,UK-841,Mumbai,Morning,one,Afternoon,Bangalore,Economy,4.58,41,6691
60037,Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,12.25,41,6797
60038,Vistara,UK-651,Mumbai,Evening,one,Evening,Bangalore,Economy,26.17,41,6797
60039,Air_India,AI-687,Mumbai,Afternoon,one,Late_Night,Bangalore,Economy,8.17,41,6502
60040,Air_India,AI-442,Mumbai,Afternoon,one,Late_Night,Bangalore,Economy,8.58,41,6502
60041,Air_India,AI-809,Mumbai,Morning,one,Night,Bangalore,Economy,10.08,41,6502
60042,Air_India,AI-806,Mumbai,Early_Morning,one,Night,Bangalore,Economy,12.08,41,6502
60043,Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Economy,13.0,41,6502
60044,Air_India,AI-809,Mumbai,Morning,one,Late_Night,Bangalore,Economy,14.17,41,6502
60045,Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Economy,15.0,41,6502
60046,Air_India,AI-806,Mumbai,Early_Morning,one,Late_Night,Bangalore,Economy,16.17,41,6502
60047,Air_India,AI-635,Mumbai,Early_Morning,one,Late_Night,Bangalore,Economy,17.08,41,6502
60048,Air_India,AI-888,Mumbai,Evening,one,Afternoon,Bangalore,Economy,17.5,41,6502
60049,Air_India,AI-660,Mumbai,Evening,one,Afternoon,Bangalore,Economy,18.5,41,6502
60050,Air_India,AI-867,Mumbai,Night,one,Night,Bangalore,Economy,22.58,41,6502
60051,Air_India,AI-888,Mumbai,Evening,one,Night,Bangalore,Economy,25.08,41,6502
60052,Air_India,AI-660,Mumbai,Evening,one,Night,Bangalore,Economy,26.08,41,6502
60053,Air_India,AI-675,Mumbai,Early_Morning,one,Night,Bangalore,Economy,14.67,41,6641
60054,GO_FIRST,G8-331,Mumbai,Morning,one,Afternoon,Bangalore,Economy,3.67,41,6711
60055,GO_FIRST,G8-327,Mumbai,Early_Morning,one,Night,Bangalore,Economy,13.42,41,6728
60056,Vistara,UK-910,Mumbai,Evening,one,Night,Bangalore,Economy,5.75,41,7135
60057,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,9.5,41,7135
60058,Vistara,UK-910,Mumbai,Evening,one,Morning,Bangalore,Economy,15.08,41,7135
60059,Vistara,UK-930,Mumbai,Early_Morning,one,Night,Bangalore,Economy,15.17,41,7135
60060,Vistara,UK-930,Mumbai,Early_Morning,one,Night,Bangalore,Economy,15.83,41,7135
60061,Vistara,UK-958,Mumbai,Afternoon,one,Evening,Bangalore,Economy,29.83,41,7446
60062,Vistara,UK-960,Mumbai,Morning,one,Evening,Bangalore,Economy,30.33,41,7446
60063,GO_FIRST,G8-511,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,6.83,41,7332
60064,GO_FIRST,G8-511,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,14.33,41,7332
60065,GO_FIRST,G8-511,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,12.17,41,7617
60066,GO_FIRST,G8-351,Mumbai,Morning,one,Evening,Bangalore,Economy,7.67,41,7902
60067,GO_FIRST,G8-351,Mumbai,Morning,one,Night,Bangalore,Economy,13.58,41,7902
