Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
196402,Air_India,AI-569,Chennai,Early_Morning,one,Morning,Bangalore,Economy,4.83,34,3584
264278,Air_India,AI-768,Kolkata,Afternoon,one,Night,Mumbai,Business,5.75,7,50271
257363,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Hyderabad,Business,14.92,24,56588
76691,GO_FIRST,G8-331,Mumbai,Morning,one,Late_Night,Hyderabad,Economy,12.67,45,3994
194765,Vistara,UK-824,Chennai,Night,one,Early_Morning,Bangalore,Economy,11.33,15,7784
97439,Indigo,6E-886,Bangalore,Morning,one,Evening,Mumbai,Economy,7.25,21,4819
5605,Air_India,AI-9887,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.17,29,3488
232949,Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,Business,14.92,35,66928
39070,SpiceJet,SG-8803,Delhi,Early_Morning,one,Early_Morning,Chennai,Economy,24.67,26,4149
87618,Air_India,AI-9547,Bangalore,Evening,one,Evening,Delhi,Economy,21.75,19,8172
