Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air Asia,6/05/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,4409
IndiGo,15/05/2019,Kolkata,Banglore,CCU → PNQ → BLR,21:00,02:15 16 May,5h 15m,1 stop,No info,7228
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,18:50,10h 50m,1 stop,No info,11667
SpiceJet,12/06/2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:20,5h 15m,1 stop,No info,4649
Air India,9/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,16:50,13:45 10 May,20h 55m,2 stops,No info,12592
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,8h 40m,1 stop,No info,11789
Air India,1/06/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,4667
Air Asia,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,22:40,10:40 22 May,12h,1 stop,No info,9719
Air India,27/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1 stop,No info,6902
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40 22 May,8h 40m,1 stop,No info,14781
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,22:35,14h 10m,1 stop,In-flight meal not included,10844
