Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,9/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 10 May,23h 10m,2 stops,No info,15129
IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No info,6758
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,No info,14848
Air India,03/03/2019,Banglore,New Delhi,BLR → BOM → NAG → DEL,06:45,10:35 07 Mar,27h 50m,2 stops,No info,12358
Jet Airways,21/05/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,4030
Air India,9/03/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,4960
Air India,27/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 28 Mar,26h 35m,2 stops,No info,8656
IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:10,21:00,11h 50m,1 stop,No info,14871
GoAir,27/03/2019,Delhi,Cochin,DEL → AMD → COK,06:00,13:20,7h 20m,1 stop,No info,4563
IndiGo,6/03/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,No info,4784
IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
