Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,12717
Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995
SpiceJet,12/04/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,3873
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,7826
Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,09:05 02 Apr,12h 45m,1 stop,No info,7980
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → HYD → COK,09:45,00:55 22 May,15h 10m,1 stop,No info,9486
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:15 10 Jun,23h 20m,1 stop,In-flight meal not included,10844
IndiGo,3/03/2019,Chennai,Kolkata,MAA → CCU,05:15,07:35,2h 20m,non-stop,No info,6482
IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 02 Jun,8h,1 stop,No info,6628
Air India,6/06/2019,Kolkata,Banglore,CCU → GAU → BLR,09:50,21:05,11h 15m,1 stop,No info,7452
Jet Airways,15/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,04:25 16 Jun,19h,2 stops,No info,13882
