Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,9/04/2019,Banglore,Delhi,BLR → DEL,05:45,08:45,3h,non-stop,No info,4441
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,18:10 25 Mar,22h 25m,1 stop,In-flight meal not included,10031
IndiGo,12/04/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,4823
Air India,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,18:30,9h 5m,1 stop,No info,8576
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,16:10 13 Mar,19h 35m,1 stop,In-flight meal not included,11087
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,12:35 19 May,26h 35m,1 stop,In-flight meal not included,12373
Air India,21/05/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,09:25,05:35 22 May,20h 10m,2 stops,No info,11432
IndiGo,15/06/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,3175
IndiGo,12/05/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4804
Jet Airways,27/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 28 Jun,26h 55m,2 stops,No info,13014
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → HYD → COK,07:10,22:20,15h 10m,1 stop,In-flight meal not included,7563
