Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → HYD → COK,09:45,16:10,6h 25m,1 stop,No info,9646
IndiGo,1/03/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:25,1h 25m,non-stop,No info,12475
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 19 May,20h 10m,1 stop,No info,15554
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1 stop,In-flight meal not included,10262
Air India,12/06/2019,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,6961
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,In-flight meal not included,10262
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,19:00 28 Jun,27h,1 stop,In-flight meal not included,10262
IndiGo,9/05/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 10 May,2h 50m,non-stop,No info,3943
Air India,24/05/2019,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,non-stop,No info,3625
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,No info,13378
Jet Airways,15/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,11:45,12:35 16 Jun,24h 50m,2 stops,No info,13882
