Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,24/06/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10h 40m,1 stop,No info,15147
IndiGo,24/06/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,4049
Jet Airways,12/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,12:35 13 Jun,27h 10m,2 stops,No info,13882
Air India,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,21:50,12h 25m,1 stop,No info,8366
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,07:40 16 Mar,8h 50m,1 stop,In-flight meal not included,9134
IndiGo,3/04/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
Air India,9/04/2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,14:35 10 Apr,24h,1 stop,No info,5006
Air India,1/06/2019,Delhi,Cochin,DEL → MAA → COK,12:30,09:25 02 Jun,20h 55m,1 stop,No info,7480
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,10844
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 02 Apr,12h 15m,1 stop,In-flight meal not included,7064
