Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,13:55,21:00,7h 5m,1 stop,In-flight meal not included,15136
Vistara,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,20:20,13h 10m,1 stop,No info,9345
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,15:30,13h 15m,1 stop,No info,12327
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,16:10,7h 15m,1 stop,No info,12284
Air India,15/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 16 May,26h,2 stops,No info,13039
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,17:25,04:25 10 Mar,11h,1 stop,In-flight meal not included,11848
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 22 May,24h 45m,1 stop,No info,16079
IndiGo,3/05/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 04 May,2h 35m,non-stop,No info,4804
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,23:35 10 Jun,27h 35m,1 stop,In-flight meal not included,10844
Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,10:45 02 Apr,14h 25m,1 stop,No info,8505
Air India,24/03/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,09:25,05:35 25 Mar,20h 10m,2 stops,No info,11774
