Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,10844
IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943
IndiGo,12/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1 stop,No info,6838
Jet Airways,15/04/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,In-flight meal not included,6542
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1 stop,In-flight meal not included,12239
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 13 May,12h 10m,1 stop,No info,14388
IndiGo,12/03/2019,Kolkata,Banglore,CCU → BLR,05:30,08:20,2h 50m,non-stop,No info,4148
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:30 19 May,10h 25m,2 stops,No info,16840
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → HYD → COK,09:45,22:30,12h 45m,1 stop,No info,9646
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,18:15 10 Jun,21h 5m,1 stop,No info,14571
IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 16 May,9h 30m,1 stop,No info,7923
