Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,21/03/2019,Kolkata,Banglore,CCU → BLR,20:25,23:05,2h 40m,non-stop,No info,4462
Air India,15/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,07:40 16 Jun,26h 40m,2 stops,No info,10231
Air India,21/03/2019,Banglore,New Delhi,BLR → VGA → DEL,10:30,22:55,12h 25m,1 stop,No info,6383
Air India,24/06/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40 25 Jun,14h 25m,2 stops,No info,11989
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,18:55,21:45,2h 50m,non-stop,No info,7303
Jet Airways,21/04/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229
Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1h 30m,non-stop,In-flight meal not included,4995
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,7408
Air India,15/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,12:30 16 May,19h 45m,2 stops,No info,14960
Air Asia,24/03/2019,Banglore,New Delhi,BLR → DEL,23:25,02:10 28 Mar,2h 45m,non-stop,No info,4482
IndiGo,1/06/2019,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1 stop,No info,6442
