Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,04:25 10 Mar,10h 10m,1 stop,In-flight meal not included,14053
Jet Airways,27/06/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,No info,8040
Air India,6/06/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,08:55 07 Jun,27h 5m,2 stops,No info,12723
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 28 Jun,22h 35m,1 stop,In-flight meal not included,10262
Air Asia,27/03/2019,Delhi,Cochin,DEL → BLR → COK,16:45,07:10 28 Mar,14h 25m,1 stop,No info,6151
SpiceJet,3/06/2019,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4h 55m,1 stop,No info,5409
Vistara,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,20:20 22 May,24h,1 stop,No info,9345
Air India,15/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 16 Jun,30h 20m,2 stops,No info,12646
Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 28 Jun,23h 10m,2 stops,In-flight meal not included,11150
IndiGo,6/03/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,4784
