Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,21/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3384
Air Asia,3/06/2019,Delhi,Cochin,DEL → BLR → COK,20:45,06:35 04 Jun,9h 50m,1 stop,No info,11410
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,13:15,7h 30m,1 stop,In-flight meal not included,9134
Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,21:20,7h 15m,1 stop,In-flight meal not included,7832
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,07:40 07 Mar,22h 45m,1 stop,No info,14815
IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 04 Jun,2h 50m,non-stop,No info,4591
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 10 May,20h 10m,1 stop,In-flight meal not included,12373
Air Asia,09/03/2019,Banglore,New Delhi,BLR → DEL,05:50,08:40,2h 50m,non-stop,No info,4284
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,05:45,04:40 19 May,22h 55m,1 stop,No info,13941
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,17:25,18:50 10 Mar,25h 25m,1 stop,No info,16289
IndiGo,24/06/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35 25 Jun,5h 5m,1 stop,No info,9165
