Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 10 Jun,10h 55m,1 stop,In-flight meal not included,10262
Air Asia,27/05/2019,Delhi,Cochin,DEL → BLR → COK,16:45,22:25,5h 40m,1 stop,No info,6752
IndiGo,27/05/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4423
Air Asia,21/05/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383
Air India,15/06/2019,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,07:40 16 Jun,18h 20m,2 stops,No info,12121
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,11:40,01:30 10 May,13h 50m,1 stop,No info,9021
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7h 35m,1 stop,No info,8266
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,19:00 04 Jun,23h 15m,1 stop,No info,14714
Air India,27/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,19:15,13h 20m,2 stops,No info,11386
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,08:15 07 Mar,23h 20m,1 stop,No info,14815
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,04:25 07 Mar,19h 25m,1 stop,In-flight meal not included,13843
