Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 28 Jun,26h 35m,2 stops,No info,9653
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,No info,14781
Vistara Premium economy,6/04/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,No info,5969
SpiceJet,3/04/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No info,2017
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6h 35m,1 stop,No info,14151
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 10 Jun,12h 10m,1 stop,No info,13731
Jet Airways,3/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,18:50,9h 50m,1 stop,In-flight meal not included,15400
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,10:55 10 May,25h 20m,1 stop,In-flight meal not included,8066
Jet Airways,3/03/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:40,18:50 04 Mar,37h 10m,2 stops,No info,21314
Air India,01/03/2019,Banglore,New Delhi,BLR → CCU → DEL,11:05,22:45,11h 40m,1 stop,No info,14069
