Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
GoAir,12/04/2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,6722
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,16:20 10 Jun,20h 20m,1 stop,In-flight meal not included,10844
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,7408
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,20:50,04:25 22 Mar,7h 35m,1 stop,No info,14189
SpiceJet,24/05/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40 10 May,14h 35m,1 stop,In-flight meal not included,8586
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,8h 40m,1 stop,No info,7155
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,In-flight meal not included,9899
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1 stop,No info,14571
IndiGo,18/05/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823
Jet Airways,9/05/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,4544
