Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Vistara,3/05/2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,non-stop,No info,3687
Jet Airways,27/04/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229
Jet Airways,15/04/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,7229
Air India,21/04/2019,Delhi,Cochin,DEL → BLR → COK,06:10,23:00,16h 50m,1 stop,No info,7174
Air India,21/03/2019,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40 22 Mar,24h 50m,2 stops,No info,11071
IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,04:55,21:00,16h 5m,1 stop,No info,6979
IndiGo,15/05/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 13 Jun,13h 20m,1 stop,No info,13044
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 19 May,7h 30m,1 stop,In-flight meal not included,12373
Air India,18/05/2019,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,07:40 19 May,18h 20m,2 stops,No info,13801
IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
