Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,9/05/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,19:15 10 May,38h,3 stops,No info,10703
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,04:25 02 Jun,19h 25m,1 stop,In-flight meal not included,10262
Jet Airways,27/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,11507
IndiGo,6/06/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 07 Jun,3h,non-stop,No info,3943
Jet Airways,15/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35 16 Jun,27h,2 stops,No info,13292
IndiGo,21/03/2019,Banglore,New Delhi,BLR → IDR → DEL,13:40,18:35,4h 55m,1 stop,No info,7166
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,In-flight meal not included,10262
Air Asia,12/06/2019,Delhi,Cochin,DEL → BLR → COK,20:45,07:10 13 Jun,10h 25m,1 stop,No info,6152
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,22:05,12h 30m,1 stop,In-flight meal not included,10703
Jet Airways,21/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,4030
