Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25 07 Jun,28h 50m,1 stop,In-flight meal not included,10539
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 22 May,13h 20m,1 stop,In-flight meal not included,10844
Vistara,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:05 07 Jun,16h 5m,1 stop,No info,8452
IndiGo,18/05/2019,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1 stop,No info,7144
SpiceJet,09/03/2019,Banglore,New Delhi,BLR → DEL,20:30,23:20,2h 50m,non-stop,No info,5126
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 13 Jun,6h 30m,1 stop,No info,6795
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 13 May,12h 55m,1 stop,In-flight meal not included,8586
SpiceJet,18/05/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,4439
SpiceJet,15/03/2019,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,non-stop,No check-in baggage included,6205
IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,4284
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,No info,14571
