Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 28 Jun,6h 35m,1 stop,No info,16079
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,19:50 02 Apr,27h 20m,1 stop,In-flight meal not included,7064
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,No info,15554
SpiceJet,18/05/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543
Air India,18/04/2019,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,6121
IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,08:25,15:30,7h 5m,1 stop,No info,8075
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,01:30 04 Jun,14h,1 stop,No info,13377
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1 stop,No info,14571
SpiceJet,24/04/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,3919
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:45 25 Mar,9h 50m,1 stop,No info,14231
IndiGo,15/03/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:30,1h 25m,non-stop,No info,2754
