Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,12:35 02 Jun,18h 20m,1 stop,In-flight meal not included,10262
Air India,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40 19 May,19h 40m,2 stops,No info,8603
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 07 Jun,22h 10m,1 stop,In-flight meal not included,8586
Vistara,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,09:05 22 May,12h 45m,1 stop,No info,8452
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:10 25 Mar,23h 15m,1 stop,No info,14231
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,16289
SpiceJet,03/03/2019,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,non-stop,No info,6860
IndiGo,9/05/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No info,2754
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,22:30,15h 25m,1 stop,No info,9646
Air India,27/05/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,4667
IndiGo,21/04/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804
