Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Vistara,18/05/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,2h 45m,non-stop,No info,4878
Jet Airways,9/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00 10 May,23h 50m,2 stops,No info,15129
Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:55,21:00,12h 5m,1 stop,No info,9845
IndiGo,1/05/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,4077
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No info,9315
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,No info,14781
Air India,6/03/2019,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,16:50,16:55,5m,2 stops,No info,17327
Air India,09/03/2019,Banglore,New Delhi,BLR → DEL,17:00,19:50,2h 50m,non-stop,No info,9481
Jet Airways,27/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,05:10,19:45 28 Mar,38h 35m,2 stops,In-flight meal not included,8938
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,No info,14388
Air India,21/03/2019,Delhi,Cochin,DEL → BLR → COK,20:30,23:00 22 Mar,26h 30m,1 stop,No info,5704
