Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,24/04/2019,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1 stop,No info,5241
Jet Airways,27/05/2019,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7989
IndiGo,12/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 13 Jun,14h 55m,1 stop,No info,5883
Air Asia,18/05/2019,Kolkata,Banglore,CCU → BBI → BLR,06:50,10:30,3h 40m,1 stop,No info,6857
SpiceJet,15/03/2019,Banglore,New Delhi,BLR → HYD → DEL,15:35,23:40,8h 5m,1 stop,No info,5822
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,04:25 10 Jun,13h 25m,1 stop,In-flight meal not included,10262
Jet Airways,12/06/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4995
SpiceJet,21/04/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No info,4991
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,21:20,15h 35m,1 stop,No info,16736
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,No info,18804
