Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
SpiceJet,3/06/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No info,3971
SpiceJet,15/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,3597
Jet Airways,18/03/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:25,1h 30m,non-stop,No info,5678
Air India,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,07:55 25 May,22h 30m,1 stop,No info,8366
Air India,6/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,19:15,8h 20m,2 stops,No info,11753
SpiceJet,24/06/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 25 Jun,2h 20m,non-stop,No check-in baggage included,3841
Vistara,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:25,6h 25m,1 stop,No info,9345
Air India,6/06/2019,Kolkata,Banglore,CCU → VNS → DEL → BLR,14:30,08:55 07 Jun,18h 25m,2 stops,No info,15107
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,22:30,15h 25m,1 stop,No info,9646
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,04:25 10 Jun,21h 20m,1 stop,In-flight meal not included,10262
Jet Airways,27/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,04:25 28 Mar,9h 15m,2 stops,In-flight meal not included,8456
