Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,10067
Air India,15/03/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,5674
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,10:25 02 Mar,20h 20m,1 stop,No info,20800
IndiGo,18/05/2019,Delhi,Cochin,DEL → HYD → COK,06:50,22:30,15h 40m,1 stop,No info,7144
Air India,27/05/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,6094
Jet Airways,18/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4050
SpiceJet,24/06/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3859
Jet Airways,21/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,10:20,18:50 22 Mar,32h 30m,2 stops,No info,11664
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:10,21:20,14h 10m,2 stops,In-flight meal not included,7731
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1 stop,No info,12692
Air India,18/05/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25 19 May,20h 10m,2 stops,No info,11307
