Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40 02 Jun,19h 40m,2 stops,No info,10966
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,23:25,9h 30m,1 stop,In-flight meal not included,11134
Air Asia,6/04/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 07 Apr,2h 30m,non-stop,No info,3807
Air India,6/05/2019,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,5228
IndiGo,12/06/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3597
Air Asia,18/05/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,4483
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 25 Jun,16h 55m,1 stop,In-flight meal not included,10262
SpiceJet,6/06/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,5158
Air India,21/03/2019,Banglore,New Delhi,BLR → COK → DEL,22:00,23:20 19 Mar,25h 20m,1 stop,No info,6010
Jet Airways,12/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 13 Jun,22h,2 stops,No info,13376
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:40,04:25 22 Mar,22h 45m,2 stops,No info,11543
