Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40 13 Jun,9h 45m,1 stop,In-flight meal not included,6959
SpiceJet,27/05/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,3841
Air India,15/05/2019,Delhi,Cochin,DEL → BOM → COK,03:50,19:15,15h 25m,1 stop,No info,8669
Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13014
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:40 07 Jun,20h 15m,1 stop,No info,13731
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 22 May,15h 30m,1 stop,No info,7888
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:10,15h,1 stop,No info,12942
Vistara,6/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,11:55,09:25 07 Mar,21h 30m,1 stop,No info,12395
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,No info,14571
IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,4591
Air India,9/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45 10 May,28h 20m,2 stops,No info,12592
