Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:00,8h 25m,1 stop,No info,10678
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,12:00 25 Mar,27h 35m,1 stop,No info,13759
SpiceJet,3/06/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 04 Jun,1h 30m,non-stop,No info,2017
SpiceJet,15/06/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,4885
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13h 15m,1 stop,No info,10786
Vistara,12/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,07:30,09:25 13 Mar,25h 55m,1 stop,No info,12080
IndiGo,9/06/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4804
Air India,21/03/2019,Delhi,Cochin,DEL → BOM → COK,21:00,19:15 22 Mar,22h 15m,1 stop,No info,6587
Jet Airways,27/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,05:10,18:50,13h 40m,2 stops,In-flight meal not included,8728
Air Asia,18/05/2019,Delhi,Cochin,DEL → BLR → COK,20:45,07:10 19 May,10h 25m,1 stop,No info,7452
IndiGo,6/06/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
