Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,3/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,19:00 04 Jun,21h 35m,2 stops,No info,13292
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,No info,7618
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,01:30 16 Jun,7h 15m,1 stop,No info,13377
Air Asia,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,15h 55m,1 stop,No info,5192
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7h 35m,1 stop,In-flight meal not included,7268
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 25 May,13h 20m,1 stop,In-flight meal not included,12384
IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,5694
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → JDH → DEL,08:55,15:55,7h,2 stops,No info,16338
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:30 07 Jun,12h 30m,1 stop,No info,7198
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,18:50,10h 50m,1 stop,In-flight meal not included,6540
Jet Airways,3/06/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210
