Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,21/05/2019,Delhi,Cochin,DEL → HYD → COK,08:35,18:10,9h 35m,1 stop,No info,6442
Jet Airways,1/04/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,No info,5678
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40 02 Apr,9h 45m,1 stop,In-flight meal not included,7064
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:45 19 May,16h 45m,1 stop,No info,14151
GoAir,24/06/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3419
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,17:25,04:25 10 Mar,11h,1 stop,No info,15554
Air India,18/03/2019,Banglore,New Delhi,BLR → AMD → DEL,00:30,08:45,8h 15m,1 stop,No info,13859
SpiceJet,15/03/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 16 Mar,2h 20m,non-stop,No info,3847
GoAir,09/03/2019,Banglore,New Delhi,BLR → GOI → DEL,15:50,20:15,4h 25m,1 stop,No info,7657
Air India,9/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,07:05,07:40 10 May,24h 35m,2 stops,No info,13547
Jet Airways,27/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,7229
