Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air Asia,18/04/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,4409
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,8541
IndiGo,21/03/2019,Banglore,New Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,4777
SpiceJet,18/03/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 19 Mar,2h 20m,non-stop,No info,3847
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 02 Apr,17h 5m,1 stop,In-flight meal not included,7064
Vistara,27/05/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,4668
SpiceJet,18/03/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:10 19 Mar,1h 25m,non-stop,No check-in baggage included,1965
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,No info,14781
IndiGo,15/06/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,4049
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15 19 May,13h 20m,1 stop,No info,13584
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,12:35 19 May,15h 40m,1 stop,In-flight meal not included,12373
