Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
SpiceJet,3/06/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,3873
SpiceJet,15/05/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 16 May,2h 20m,non-stop,No check-in baggage included,3841
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → HYD → COK,09:45,22:30,12h 45m,1 stop,No info,10486
Jet Airways,3/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,18:50 04 Mar,26h 50m,1 stop,No info,17234
IndiGo,27/06/2019,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1 stop,No info,6496
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:00,10h 30m,1 stop,No info,9627
Air India,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,11:10 13 Jun,18h 20m,1 stop,No info,8366
Jet Airways,27/05/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 28 May,8h 25m,2 stops,In-flight meal not included,15318
SpiceJet,24/03/2019,Kolkata,Banglore,CCU → KNU → BLR,11:35,18:50,7h 15m,1 stop,No info,9923
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,6077
