Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,6/04/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,4729
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:30 10 May,12h 30m,1 stop,No info,9424
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,15:30,6h 30m,1 stop,In-flight meal not included,15136
Air India,18/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40 19 May,14h 25m,2 stops,No info,12199
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 13 Jun,16h 55m,1 stop,In-flight meal not included,10262
IndiGo,3/04/2019,Delhi,Cochin,DEL → COK,14:20,17:35,3h 15m,non-stop,No info,4729
SpiceJet,9/06/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,09:20 19 May,14h 25m,1 stop,No info,14388
IndiGo,27/06/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No info,2754
Air India,03/03/2019,Banglore,New Delhi,BLR → BOM → NAG → DEL,08:50,10:35 07 Mar,25h 45m,2 stops,No info,12358
Air India,15/05/2019,Kolkata,Banglore,CCU → BBI → HYD → BLR,09:10,04:40 16 May,19h 30m,2 stops,No info,6117
