Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
SpiceJet,3/04/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,4098
SpiceJet,12/05/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 22 May,21h 35m,1 stop,No info,14151
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,22:35,16h 5m,1 stop,No info,13339
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,12:00 25 May,14h 50m,1 stop,In-flight meal not included,9663
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 28 May,16h 55m,1 stop,In-flight meal not included,12898
Air India,3/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,19:15,7h 15m,2 stops,No info,8603
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,12:00 13 Jun,19h 30m,1 stop,No info,13044
SpiceJet,6/03/2019,Kolkata,Banglore,CCU → BLR,17:15,19:45,2h 30m,non-stop,No info,4622
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7h,1 stop,No info,13062
