Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,27/06/2019,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1 stop,No info,6442
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 04 Jun,7h 30m,1 stop,In-flight meal not included,10262
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7h 45m,1 stop,No info,6732
Vistara,9/06/2019,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No info,4668
IndiGo,21/04/2019,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1 stop,No info,6258
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:15,12h 10m,1 stop,No info,16108
IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,06:40,13:20,6h 40m,1 stop,No info,14871
Air Asia,9/04/2019,Banglore,Delhi,BLR → DEL,23:55,02:45 10 Apr,2h 50m,non-stop,No info,4483
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,23:35 13 May,27h 10m,1 stop,In-flight meal not included,8066
SpiceJet,9/06/2019,Kolkata,Banglore,CCU → IXB → BLR,11:15,18:30,7h 15m,1 stop,No info,9946
IndiGo,21/05/2019,Delhi,Cochin,DEL → BLR → COK,15:10,20:50,5h 40m,1 stop,No info,6027
