Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,24/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No info,10529
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,18:50,16h 35m,1 stop,In-flight meal not included,7438
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,04:25 10 May,14h 25m,1 stop,In-flight meal not included,12373
IndiGo,27/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,5769
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,13:20,6h 20m,1 stop,No info,9042
Air India,6/04/2019,Delhi,Cochin,DEL → MAA → COK,17:20,09:25 07 Apr,16h 5m,1 stop,No info,4697
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1 stop,In-flight meal not included,10844
Air Asia,9/06/2019,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,non-stop,No info,8420
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,In-flight meal not included,7563
Air India,15/05/2019,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 16 May,12h 45m,1 stop,No info,7480
