Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
GoAir,15/03/2019,Banglore,New Delhi,BLR → DEL,20:55,23:50,2h 55m,non-stop,No info,8722
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,10:05 07 May,27h 35m,1 stop,In-flight meal not included,8586
Air India,9/06/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,5228
Air India,9/05/2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,3100
IndiGo,1/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,6541
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,8h 55m,1 stop,No info,8266
IndiGo,3/06/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 04 Jun,6h 55m,1 stop,No info,6628
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 22 May,12h 10m,1 stop,In-flight meal not included,9663
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,9899
IndiGo,27/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,04:55,21:20,16h 25m,2 stops,No info,6223
