Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → HYD → COK,07:10,22:30,15h 20m,1 stop,In-flight meal not included,6093
Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,non-stop,No info,5678
Air India,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,17:30,08:55 02 Apr,15h 25m,1 stop,No info,7893
Air India,1/05/2019,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,6121
Jet Airways,9/04/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,4544
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16h 45m,1 stop,No info,14714
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,08:15 19 May,18h 10m,1 stop,No info,14388
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,16108
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:00,12h,1 stop,No info,12402
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,In-flight meal not included,12384
Air India,24/04/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,6094
