Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
219078,Air_India,AI-665,Delhi,Early_Morning,one,Night,Kolkata,Business,15.25,49,53209
279414,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Business,14.42,35,60555
150710,AirAsia,I5-510,Kolkata,Early_Morning,one,Morning,Chennai,Economy,3.92,30,5465
179342,Vistara,UK-870,Hyderabad,Night,one,Night,Chennai,Economy,23.67,36,8877
158991,GO_FIRST,G8-504,Hyderabad,Morning,one,Night,Mumbai,Economy,12.92,6,4452
140056,Vistara,UK-776,Kolkata,Evening,one,Evening,Bangalore,Economy,25.67,33,6195
186572,GO_FIRST,G8-302,Chennai,Early_Morning,one,Afternoon,Delhi,Economy,9.58,43,4827
168067,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,10.17,26,6461
203712,Air_India,AI-672,Chennai,Afternoon,one,Night,Hyderabad,Economy,8.67,14,14349
29866,Air_India,AI-483,Delhi,Evening,one,Evening,Hyderabad,Economy,25.08,11,9485
