Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,9/04/2019,Delhi,Cochin,DEL → BOM → COK,17:30,12:35 10 Apr,19h 5m,1 stop,No info,11822
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 28 Mar,6h 35m,1 stop,In-flight meal not included,6017
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,No info,14714
SpiceJet,9/06/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No info,3597
Air Asia,24/04/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383
Air India,18/05/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,05:35 19 May,12h 45m,2 stops,No info,11642
Vistara,27/04/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,5403
Air India,3/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 04 Mar,26h 35m,2 stops,No info,14221
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 19 May,12h 55m,1 stop,In-flight meal not included,8586
IndiGo,12/06/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,4049
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 04 Jun,8h 40m,1 stop,In-flight meal not included,10262
