Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,6/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,12:35 07 May,13h 45m,1 stop,No info,15554
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 22 May,21h 25m,1 stop,In-flight meal not included,10844
IndiGo,3/04/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7h,1 stop,No info,14067
GoAir,27/04/2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1 stop,No info,5140
IndiGo,9/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 10 May,14h 55m,1 stop,No info,8330
Jet Airways,3/03/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,5678
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:55,18:25 13 Mar,19h 30m,1 stop,In-flight meal not included,11087
GoAir,01/03/2019,Banglore,New Delhi,BLR → DEL,20:55,23:50,2h 55m,non-stop,No info,18558
IndiGo,1/03/2019,Mumbai,Hyderabad,BOM → HYD,02:30,04:00,1h 30m,non-stop,No info,16000
SpiceJet,6/05/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 07 May,2h 55m,non-stop,No check-in baggage included,3573
