Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,1/06/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,3100
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,No info,15851
Vistara,6/06/2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,non-stop,No info,3687
IndiGo,12/04/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4990
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 10 May,23h 45m,1 stop,No info,15554
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13h 15m,1 stop,No info,9526
IndiGo,18/05/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,6015
Air India,1/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,21:50,9h 50m,2 stops,No info,10676
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,18:15,12:35 28 May,18h 20m,1 stop,In-flight meal not included,12898
Jet Airways,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 29 May,29h 20m,2 stops,No info,15129
