Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 13 Jun,20h 10m,1 stop,No info,14714
Jet Airways,21/05/2019,Delhi,Cochin,DEL → COK,09:50,13:05,3h 15m,non-stop,No info,9564
Air India,12/06/2019,Delhi,Cochin,DEL → BLR → COK,20:30,08:15 13 Jun,11h 45m,1 stop,No info,8991
IndiGo,15/06/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4804
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 28 Mar,9h 10m,1 stop,No info,12242
IndiGo,21/03/2019,Kolkata,Banglore,CCU → BLR,22:10,00:55 22 Mar,2h 45m,non-stop,No info,4148
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,08:15 19 May,15h 45m,1 stop,In-flight meal not included,8586
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,04:25 04 Jun,18h 25m,1 stop,In-flight meal not included,11627
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,7064
Vistara,03/03/2019,Banglore,New Delhi,BLR → AMD → DEL,06:40,10:25 07 Mar,27h 45m,1 stop,No info,12476
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 02 Jun,15h 25m,1 stop,In-flight meal not included,10262
