Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
SpiceJet,6/06/2019,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,6h 20m,1 stop,No info,5583
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,In-flight meal not included,10262
Jet Airways,6/05/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,7229
Jet Airways,21/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 22 May,22h 55m,2 stops,No info,15129
Vistara,9/06/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,4668
IndiGo,18/04/2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,4990
IndiGo,24/03/2019,Kolkata,Banglore,CCU → BLR,22:10,00:55 25 Mar,2h 45m,non-stop,No info,6985
IndiGo,3/04/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823
Vistara,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1 stop,No info,9345
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,16:20 16 May,26h 15m,1 stop,In-flight meal not included,10844
Jet Airways,9/05/2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35 10 May,27h,2 stops,No info,14657
