Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,10:25 16 Mar,13h,1 stop,No info,13555
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15 25 May,22h 15m,1 stop,In-flight meal not included,10844
Vistara,1/04/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,5403
Air India,21/05/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4145
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 10 Jun,23h 45m,1 stop,In-flight meal not included,10577
Air India,9/05/2019,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25 10 May,23h 40m,2 stops,No info,9925
IndiGo,15/06/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754
Air India,9/05/2019,Kolkata,Banglore,CCU → GAU → BLR,16:45,21:05 10 May,28h 20m,1 stop,No info,7662
Jet Airways,12/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,03:00,16:35,13h 35m,1 stop,No info,22294
IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,6144
