Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
SpiceJet,24/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,3597
SpiceJet,27/06/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,No info,12717
IndiGo,3/06/2019,Delhi,Cochin,DEL → COK,14:25,17:40,3h 15m,non-stop,No info,6015
Air Asia,09/03/2019,Banglore,New Delhi,BLR → DEL,23:25,02:10 10 Mar,2h 45m,non-stop,No info,5615
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:35 28 Mar,6h 35m,1 stop,No info,7845
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,22:35 10 Jun,25h 25m,1 stop,In-flight meal not included,10844
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,05:05 13 Mar,7h 40m,1 stop,No info,27210
IndiGo,6/04/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,4174
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,No info,6883
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,6883
