Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,27/03/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,6902
Air Asia,6/06/2019,Kolkata,Banglore,CCU → BBI → BLR,19:55,23:30,3h 35m,1 stop,No info,6857
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 10 May,9h 10m,1 stop,In-flight meal not included,12373
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:00,7h 20m,1 stop,No info,11789
Air India,9/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40 10 May,14h 25m,2 stops,No info,13039
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:55,11:25 13 Mar,12h 30m,1 stop,In-flight meal not included,11087
Vistara,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,23:25 19 May,27h 5m,1 stop,No info,9345
SpiceJet,24/06/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 25 Jun,1h 30m,non-stop,No check-in baggage included,1965
IndiGo,3/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,6093
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15 10 Jun,13h 20m,1 stop,In-flight meal not included,11841
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 10 May,12h 55m,1 stop,In-flight meal not included,9663
