Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,15:05 02 Apr,18h 40m,1 stop,No info,11467
Vistara,6/06/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,No info,4668
Jet Airways,24/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,17:35,19:00 25 Jun,25h 25m,2 stops,No info,13922
Air India,6/05/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,non-stop,No info,3625
Air Asia,18/05/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,5989
IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,4423
Jet Airways,18/06/2019,Delhi,Cochin,DEL → COK,09:50,13:05,3h 15m,non-stop,No info,9564
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,18:15 13 Jun,25h 45m,1 stop,In-flight meal not included,8529
Air India,6/06/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4145
IndiGo,3/05/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804
