Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,1/06/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,7229
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,In-flight meal not included,10577
Air India,24/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,08:55 25 May,27h 5m,2 stops,No info,12723
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 02 Jun,6h 35m,1 stop,No info,14714
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 22 Mar,26h 10m,1 stop,In-flight meal not included,7438
Air India,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,20:25 16 May,23h 55m,1 stop,No info,10203
Air Asia,27/03/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 28 Mar,2h 30m,non-stop,No info,3782
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13014
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 16 May,6h 30m,1 stop,No info,8073
IndiGo,9/05/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804
