Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,1/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,19:15,8h 20m,2 stops,No info,13013
Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,12:35 28 Jun,17h 25m,2 stops,No info,15339
GoAir,18/04/2019,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,non-stop,No info,4937
IndiGo,6/06/2019,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,7h 5m,1 stop,No info,6818
Air India,18/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 19 May,21h 15m,2 stops,No info,10441
Jet Airways,3/04/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,In-flight meal not included,5177
IndiGo,27/06/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,3858
IndiGo,18/05/2019,Kolkata,Banglore,CCU → PNQ → BLR,21:00,02:15 19 May,5h 15m,1 stop,No info,6534
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,01:30 16 Jun,15h 10m,1 stop,No info,6795
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,9736
Jet Airways,1/05/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,7229
