Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,27/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 28 Jun,22h,2 stops,No info,13376
IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 22 Jun,2h 50m,non-stop,No info,4077
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,No info,13067
IndiGo,6/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823
Multiple carriers,9/03/2019,Delhi,Cochin,DEL → BOM → COK,06:50,19:15,12h 25m,1 stop,In-flight meal not included,14817
IndiGo,24/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,4326
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,15603
Air India,24/03/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,23:15 25 Mar,30h 30m,2 stops,No info,13885
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,09:00 07 Mar,21h 20m,1 stop,No info,17261
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,11:35,21:00,9h 25m,3 stops,No info,15629
