Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,3/04/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4174
Vistara,27/05/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,6216
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:00 10 May,25h,1 stop,No info,10624
Air Asia,24/06/2019,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1 stop,No info,6152
IndiGo,9/03/2019,Delhi,Cochin,DEL → BOM → COK,20:30,01:35 10 Mar,5h 5m,1 stop,No info,6937
Air India,1/06/2019,Delhi,Cochin,DEL → BOM → COK,17:00,19:15 02 Jun,26h 15m,1 stop,No info,8792
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8h 10m,1 stop,No info,7005
Jet Airways,6/06/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,No info,5678
Air India,15/03/2019,Banglore,New Delhi,BLR → VGA → DEL,10:30,11:20 16 Mar,24h 50m,1 stop,No info,7013
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,19:00 22 May,28h,1 stop,No info,16079
