Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,27/06/2019,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1 stop,No info,6442
Air India,27/06/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4145
IndiGo,9/06/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,5644
IndiGo,3/05/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,5224
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,17:30,18:50 22 Mar,25h 20m,1 stop,In-flight meal not included,5963
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:00,13h,1 stop,No info,11264
GoAir,27/03/2019,Delhi,Cochin,DEL → BOM → COK,14:10,19:20,5h 10m,1 stop,No info,10188
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 19 May,13h 20m,1 stop,In-flight meal not included,10844
IndiGo,15/03/2019,Banglore,New Delhi,BLR → IDR → DEL,13:40,18:35,4h 55m,1 stop,No info,7166
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:55,09:30 13 Mar,10h 35m,1 stop,No info,13817
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,18:15,12:35 10 May,18h 20m,1 stop,In-flight meal not included,12373
