Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,6/06/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 07 Jun,2h 50m,non-stop,No info,4591
IndiGo,18/03/2019,Kolkata,Banglore,CCU → BLR,20:25,23:05,2h 40m,non-stop,No info,4462
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 22 May,20h 10m,1 stop,In-flight meal not included,12898
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,18:50,9h 50m,1 stop,No info,12032
Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 10 May,18h 45m,2 stops,In-flight meal not included,13029
SpiceJet,3/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543
Air India,03/03/2019,Banglore,New Delhi,BLR → DEL,06:10,08:55,2h 45m,non-stop,No info,8851
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 07 Jun,5h 35m,1 stop,No info,14714
SpiceJet,24/04/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7h 35m,1 stop,No info,7531
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,06:00,13:20,7h 20m,1 stop,No info,7845
