Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:30,20:25 13 Jun,26h 55m,1 stop,No info,10203
IndiGo,12/06/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,6938
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → HYD → COK,09:45,22:30,12h 45m,1 stop,No info,9646
IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,6593
Vistara Premium economy,1/03/2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,non-stop,No info,9125
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,15:15,01:30 16 May,10h 15m,1 stop,No info,7670
Air India,6/06/2019,Kolkata,Banglore,CCU → VNS → DEL → BLR,14:30,23:15,8h 45m,2 stops,No info,15894
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,5608
GoAir,21/05/2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:20,5h 55m,1 stop,No info,5842
SpiceJet,27/03/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,4466
