Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
SpiceJet,18/03/2019,Kolkata,Banglore,CCU → BLR,06:55,09:35,2h 40m,non-stop,No info,4465
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 10 Jun,12h 55m,1 stop,In-flight meal not included,11841
Multiple carriers,9/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,19332
SpiceJet,21/06/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841
IndiGo,12/04/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,4591
IndiGo,24/05/2019,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:05,4h 50m,1 stop,No info,5192
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,12:35 10 Jun,18h 20m,1 stop,In-flight meal not included,10577
Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 19 May,8h 55m,2 stops,No info,15129
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:00,13h,1 stop,No info,11789
Air India,15/06/2019,Delhi,Cochin,DEL → BOM → COK,21:00,07:40 16 Jun,10h 40m,1 stop,No info,8372
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13h 15m,1 stop,No info,8266
